,index,prompt,class,environment,weather,amount
9544,3544,"Person_sitting in a logistics center amidst windy weather, surrounded by towering metal shelves and crates, with papers flying around.",Person_sitting,logistics_center,windy,Single
9545,3545,"

Person in logistics center, surrounded by crates and pallets, as wind gusts fiercely outside, rustling the papers on his desk. Sunlight filters in through the windows, casting long shadows over the bustling warehouse",Person_sitting,logistics_center,windy,Two
9546,3546,Three people sitting in a logistics center amidst windy weather.,Person_sitting,logistics_center,windy,Three
9547,3547,"

A person sitting in a logistics center amidst towering shelves and bustling activity, with the wind howling outside, leaves rustling against the windows. The sun sets, casting long shadows over the concrete floor, while the wind wh",Person_sitting,logistics_center,windy,Multiple
9548,3548,"

Person_sitting in a logistics center with clear weather. A large, modern building with numerous loading docks and cranes. Sunlight filters in through the windows, casting long shadows on the concrete floor. The person is dressed in",Person_sitting,logistics_center,clear,Single
9549,3549,"

Person sitting in a logistics center with clear weather. Two people sitting at desks, surrounded by crates and pallets, focusing on their computer screens. Sunlight filters in through large windows, casting warm, golden rays across the",Person_sitting,logistics_center,clear,Two
9550,3550,Three people sitting in a logistics center with clear weather.,Person_sitting,logistics_center,clear,Three
9551,3551,"

A person sitting in a sunlit logistics center, surrounded by towering shelves of colorful crates and pallets. Clear, crisp air filters in through large windows, casting a warm glow over the scene. The sun casts",Person_sitting,logistics_center,clear,Multiple
9552,3552,"

Person in a logistics center, rain drizzling outside, person sitting among stacks of crates. Damp concrete floor, yellow raincoat, steam rising from a cup of hot tea. Person's face is reflected in",Person_sitting,logistics_center,drizzle,Single
9553,3553,"

Person in a logistics center, surrounded by crates and pallets, as the sound of raindrops hitting the roof echoes through the space. Drizzle outside, casting a soft, grey light over the scene.",Person_sitting,logistics_center,drizzle,Two
9554,3554,Three people sitting in a logistics center during a drizzle.,Person_sitting,logistics_center,drizzle,Three
9555,3555,"

A person sitting in a dimly lit logistics center, surrounded by towering shelves and humming machinery. Raindrops tap against the corrugated metal roof, creating a soothing rhythm. The air is heavy with the scent of",Person_sitting,logistics_center,drizzle,Multiple
9556,3556,"

Person in a logistics center, heavy rain outside, Person_sitting in the damp, dimly lit room, surrounded by crates and pallets, raindrops echoing off the metal roof.",Person_sitting,logistics_center,heavy_rain,Single
9557,3557,"

Person in a logistics center, surrounded by crates and pallets, under the dim light of the warehouse. Heavy rain taps on the corrugated metal roof, creating a rhythmic sound. Puddles form on the concrete",Person_sitting,logistics_center,heavy_rain,Two
9558,3558,"Three people sitting in a logistics center during heavy rain. Raindrops pounding on the metal roof. Puddles forming on the concrete floor. People huddled around pallets, shielding themselves from the downpour. Rainwater",Person_sitting,logistics_center,heavy_rain,Three
9559,3559,"

A person, drenched and shivering, takes shelter under a tarpaulin in a logistics center during a heavy rainstorm. Surrounding them are towering metal shelves, filled with colorful crates and boxes.",Person_sitting,logistics_center,heavy_rain,Multiple
9560,3560,Person_sitting at a sun-kissed port terminal.,Person_sitting,port_terminal,sunny,Single
9561,3561,"

Person sitting at port terminal under sunny weather. Two figures enjoying the sun by the water. Person in a red hat and striped shirt, feet up on a wooden dock. Another person in a yellow sundress, sunscreen on",Person_sitting,port_terminal,sunny,Two
9562,3562,Three people sitting at a sunny port terminal.,Person_sitting,port_terminal,sunny,Three
9563,3563,"

A person sitting at a sunny port terminal, surrounded by colorful shipping containers and bustling activity. The sun casts long, golden shadows over the concrete ground as boats come and go in the background. A gentle breeze carries the sal",Person_sitting,port_terminal,sunny,Multiple
9564,3564,"

Person_sitting at a port terminal under cloudy weather, wearing a raincoat and holding an umbrella, waiting for a ship to arrive. The terminal buildings are gray and rustic, with rainwater dripping from their",Person_sitting,port_terminal,cloudy,Single
9565,3565,"

Person in a port terminal, cloudy weather, two chairs occupied.",Person_sitting,port_terminal,cloudy,Two
9566,3566,"Three figures huddled around a fire in a cloudy port terminal. A person_sitting on a wooden crate, wrapped in a thick coat, gazes out at the foggy water. Two others, also person_sitting, share",Person_sitting,port_terminal,cloudy,Three
9567,3567,"

A person sitting at a port terminal under overcast skies, surrounded by large, gray clouds. The water nearby is calm and reflective, with ripples caused by gentle rain. The terminal buildings are painted in muted shades of",Person_sitting,port_terminal,cloudy,Multiple
9568,3568,"

Person in raincoat, Person_sitting at a wooden bench in a port terminal, umbrella nearby, raindrops falling on the terminal roof, gray-blue sea in the background.",Person_sitting,port_terminal,rainy,Single
9569,3569,"

Person in a raincoat, hunched over, Person_sitting at a wooden bench in a port terminal, umbrella nearby, raindrops cascading from the brim, foggy atmosphere. Person_sitting",Person_sitting,port_terminal,rainy,Two
9570,3570,Three people sitting in a rainy port terminal.,Person_sitting,port_terminal,rainy,Three
9571,3571,"

A person in a raincoat, huddled under an umbrella, sitting on a wooden bench at a bustling port terminal. Raindrops pattering on the metal roof above, creating a soothing rhythm. The",Person_sitting,port_terminal,rainy,Multiple
9572,3572,"Person_sitting in a port terminal amidst pouring rain, umbrella in hand, raincoat zipped up, boots splashing in puddles. Person_sitting in a dimly lit port terminal, rain lashing",Person_sitting,port_terminal,stormy,Single
9573,3573,"

Person in a port terminal, stormy weather, gray-blue sea, raindrops splashing against the concrete, wind whipping through their hair, umbrella nearby but not used, raincoat zipped up, boots mud",Person_sitting,port_terminal,stormy,Two
9574,3574,"Three figures huddled in raincoats, sheltering from the storm at a bustling port terminal. A person_sitting on a wooden bench, umbrella shielding them from the relentless downpour. Two individuals_",Person_sitting,port_terminal,stormy,Three
9575,3575,"Person_sitting in a port terminal amidst stormy weather, rain pelting down, waves crashing against the dock, wind howling through the air, person clinging to a wooden post for support. Person_sitting in a red",Person_sitting,port_terminal,stormy,Multiple
9576,3576,"Person_sitting in a port terminal, surrounded by snow-covered containers, with a thick winter coat wrapped around their body, steaming breath visible in the cold air.",Person_sitting,port_terminal,snowy,Single
9577,3577,"

Person in a snowy port terminal, two of them sitting on wooden crates. Snowflakes gently falling around them, creating a serene atmosphere. The terminal building in the background, its windows glowing warmly against the cold winter",Person_sitting,port_terminal,snowy,Two
9578,3578,"Three figures huddled around a fire in a snowy port terminal. A person_sitting on a wooden crate, wrapped in a thick fur coat, holds a steaming mug of tea. Two others stand nearby, their breaths visible",Person_sitting,port_terminal,snowy,Three
9579,3579,"Person_sitting in a snowy port terminal, surrounded by stacked shipping containers. Snowflakes gently falling, covering the ground and the person's coat in a thick layer. The person's breath visible in the cold air as they",Person_sitting,port_terminal,snowy,Multiple
9580,3580,"Person_sitting in a port terminal, engulfed by foggy weather.",Person_sitting,port_terminal,foggy,Single
9581,3581,"

Person in foggy port terminal, two chairs occupied. Weather shrouds the area in thick, white fog. The terminal buildings loom in the distance, their outlines barely visible through the mist. The water around the dock is",Person_sitting,port_terminal,foggy,Two
9582,3582,"Three figures huddled around a fire in a foggy port terminal. A person_sitting on a wooden crate, wrapped in a thick coat, gazes out at the foggy water. Two others, also person_sitting nearby,",Person_sitting,port_terminal,foggy,Three
9583,3583,"

A person sitting in a foggy port terminal, surrounded by large containers and rusted cranes, with the fog rolling in off the water, obscuring the distant ships. The air is damp and salty, and the only sounds are",Person_sitting,port_terminal,foggy,Multiple
9584,3584,"Person_sitting at a windy port terminal, sun setting behind the container ships. Person_sitting on a wooden bench at a bustling port terminal, wind whipping through their hair. Person_sitting on a suitcase, waiting",Person_sitting,port_terminal,windy,Single
9585,3585,"

Person sitting at port terminal in windy weather, wearing a raincoat and holding an umbrella, with a suitcase next to them. The terminal building looms in the background, its windows reflecting the choppy waters of",Person_sitting,port_terminal,windy,Two
9586,3586,"Three people sitting at a windy port terminal, sun setting over the water, boats rocking in the harbor.",Person_sitting,port_terminal,windy,Three
9587,3587,"

A person sitting at a windy port terminal, surrounded by towering shipping containers and rusted cranes. The sun sets behind the horizon, casting long shadows over the bustling scene. The wind whips up the water, creating white",Person_sitting,port_terminal,windy,Multiple
9588,3588,"

Person sitting at a port terminal with clear weather. A person takes a seat at the edge of a bustling port terminal, surrounded by the hum of activity. The sun casts a warm glow over the scene, illuminating the vibr",Person_sitting,port_terminal,clear,Single
9589,3589,"

Person sitting at a port terminal with clear weather. Two figures, perhaps travelers, seated on wooden benches, gazing out at the calm, shimmering water. The sun casts a warm, golden glow over the scene,",Person_sitting,port_terminal,clear,Two
9590,3590,Three people sitting at a port terminal under a clear sky.,Person_sitting,port_terminal,clear,Three
9591,3591,"

A person sitting at a bustling port terminal under a clear, azure sky. A container ship looms in the distance, its hull painted in vibrant shades of red and orange. Seagulls cry overhead, their",Person_sitting,port_terminal,clear,Multiple
9592,3592,"Person_sitting in a port terminal with a drizzle. A person is seated on a wooden bench in a port terminal, the rain falling gently around them, the air heavy with the scent of the sea and damp earth. The terminal building",Person_sitting,port_terminal,drizzle,Single
9593,3593,"

Person in a port terminal, rain drizzling softly. Person_sitting on a wooden bench, umbrella shielding them from the drizzle, raincoat wrapped tightly around their body. Port terminals bustling with",Person_sitting,port_terminal,drizzle,Two
9594,3594,"Three people sitting in a port terminal during drizzle. Colors: gray, blue, green.",Person_sitting,port_terminal,drizzle,Three
9595,3595,"

A person in a raincoat, huddled under an umbrella, sitting on a wooden bench at a bustling port terminal. Drizzle falls gently, reflecting off the shimmering water, creating a mes",Person_sitting,port_terminal,drizzle,Multiple
9596,3596,"

Person in a port terminal, heavy rain pouring down, umbrella shielding them, raincoat on, boots splashing in puddles, foggy atmosphere, rainwater reflecting off the metal structures, person's",Person_sitting,port_terminal,heavy_rain,Single
9597,3597,"

Person in a raincoat, hunched over, Person_sitting at a wooden bench in a port terminal. Heavy rain pelts down, creating a curtain of water around them. Umbrella nearby, unused. Rain-",Person_sitting,port_terminal,heavy_rain,Two
9598,3598,"Three figures huddled under umbrellas, rain pelting down around them, at a bustling port terminal.",Person_sitting,port_terminal,heavy_rain,Three
9599,3599,"

A person in a raincoat, hunched over, sitting on a wooden crate in a bustling port terminal during heavy rain. The raindrops pounding on the metal roofs create a rhythmic symphony. The person'",Person_sitting,port_terminal,heavy_rain,Multiple
9600,3600,"Person_sitting at a sunlit tram stop, wearing a red hat and holding a yellow umbrella.",Person_sitting,tram_stop,sunny,Single
9601,3601,Two people sitting at a sunlit tram stop.,Person_sitting,tram_stop,sunny,Two
9602,3602,Three people sitting at a sunlit tram stop.,Person_sitting,tram_stop,sunny,Three
9603,3603,"

A sunny tram stop. A person with a red hat and a blue scarf is sitting on a wooden bench, holding a yellow umbrella. A dog, with a black and white spotted coat, lies at their feet. A",Person_sitting,tram_stop,sunny,Multiple
9604,3604,"

Person in a bulky raincoat, hunched over at a tram stop under cloudy skies, umbrella at hand. Damp pavement reflects the gray light. Puddles shimmer with raindrops.",Person_sitting,tram_stop,cloudy,Single
9605,3605,"

Person in a raincoat, huddled under an umbrella, _sitting at a tram stop_. _Gray clouds loom overhead_, _drizzle patters down_.",Person_sitting,tram_stop,cloudy,Two
9606,3606,Three people huddled under umbrellas at a cloudy tram stop.,Person_sitting,tram_stop,cloudy,Three
9607,3607,"

A person sitting at a cloudy tram stop, surrounded by vibrant autumn leaves. A dog joins them, its fur damp from the drizzle. Umbrellas scattered around the stop, their colors muted under the over",Person_sitting,tram_stop,cloudy,Multiple
9608,3608,"

Person in a raincoat, huddled under an umbrella at a tram stop, rain pitter-pattering on the pavement around them. The tram tracks glisten with rainwater, and the tram itself is",Person_sitting,tram_stop,rainy,Single
9609,3609,"

Person in a raincoat, hunched over under an umbrella, _sitting at a tram stop_. Drizzle patters down around them, creating puddles on the cobblestones. The tram tracks",Person_sitting,tram_stop,rainy,Two
9610,3610,Three people huddled under umbrellas at a rainy tram stop.,Person_sitting,tram_stop,rainy,Three
9611,3611,"

A person, huddled under an umbrella, at a rain-soaked tram stop.",Person_sitting,tram_stop,rainy,Multiple
9612,3612,"Person in a red raincoat, tram stop, stormy weather. Person with an umbrella, tram stop, stormy weather. Person in a yellow slicker, tram stop, stormy weather. Person in a green poncho",Person_sitting,tram_stop,stormy,Single
9613,3613,"

Person in a raincoat, huddled under an umbrella, _sitting at a tram stop_. Dark clouds loom overhead, releasing torrents of rain. The wind whips through the trees, bending them",Person_sitting,tram_stop,stormy,Two
9614,3614,"Three people huddled under umbrellas at a tram stop, rain pelting down around them, wind whipping their clothes. Person_sitting in a red raincoat, boots splashing in puddles, gazing at",Person_sitting,tram_stop,stormy,Three
9615,3615,"A person in a red raincoat, huddled under an umbrella, at a tram stop during a storm. A person with a yellow hat, waiting at a tram stop in the pouring rain. A person in a green t",Person_sitting,tram_stop,stormy,Multiple
9616,3616,"Person_sitting in the snowy tram_stop, bundled up against the cold, waiting for the next tram.",Person_sitting,tram_stop,snowy,Single
9617,3617,"

Person_1 and Person_2, huddled in thick coats, wait at the tram stop. Snowflakes swirl around them, blanketing the world in white. Their breaths fog up in the frigid air",Person_sitting,tram_stop,snowy,Two
9618,3618,"Three people huddled at a snowy tram stop, their breaths visible in the frosty air.",Person_sitting,tram_stop,snowy,Three
9619,3619,"A person_sitting at a snowy tram_stop, surrounded by falling snowflakes.",Person_sitting,tram_stop,snowy,Multiple
9620,3620,"Person_sitting at a foggy tram stop, wearing a red raincoat and holding an umbrella.",Person_sitting,tram_stop,foggy,Single
9621,3621,"

Person in a foggy tram stop, two of them waiting on a bench. The fog thickens, obscuring the tram tracks and the distant cityscape. Their breaths form small, white puffs in the chilly air. The",Person_sitting,tram_stop,foggy,Two
9622,3622,"Three figures huddled at a foggy tram stop, their breaths visible in the misty air.",Person_sitting,tram_stop,foggy,Three
9623,3623,"A person, wrapped in a thick coat, sitting at a foggy tram stop.",Person_sitting,tram_stop,foggy,Multiple
9624,3624,"Person_sitting at a windy tram stop, wearing a red scarf and holding a cup of hot coffee. Person_sitting at a windy tram stop, with an umbrella and a raincoat, looking at the clock",Person_sitting,tram_stop,windy,Single
9625,3625,"

Person_1 and Person_2 waiting at a windy tram stop. Grey skies loom overhead, leaves whirl around them, and the wind tugs at their coats. The tram tracks glisten with raindrops,",Person_sitting,tram_stop,windy,Two
9626,3626,"Three people huddled at a windy tram stop, shielding themselves from the gusts with coats and umbrellas. A tram rumbles in the distance.",Person_sitting,tram_stop,windy,Three
9627,3627,"Windy tram stop. A person_sitting in a red raincoat, holding an umbrella, waiting for the tram. Autumn leaves swirling around them. A person_sitting on a bench, wrapped in a yellow scar",Person_sitting,tram_stop,windy,Multiple
9628,3628,Person_sitting at a tram stop under clear sky.,Person_sitting,tram_stop,clear,Single
9629,3629,"

Person_1 and Person_2 waiting at a tram stop under clear sky.",Person_sitting,tram_stop,clear,Two
9630,3630,Three people sitting at a tram stop. Clear weather.,Person_sitting,tram_stop,clear,Three
9631,3631,"

A person sitting at a tram stop under a clear sky, surrounded by vibrant autumn foliage. A red leaf gently falls from a tree, landing at their feet. The sun casts long shadows on the pavement as it",Person_sitting,tram_stop,clear,Multiple
9632,3632,"Person in a red raincoat, holding an umbrella, sitting at a tram stop during a drizzle.",Person_sitting,tram_stop,drizzle,Single
9633,3633,"

Person waiting at tram stop under drizzling weather, umbrella in hand. Two figures huddled together, raindrops beading on their raincoats. Wet pavement reflecting dim streetlights. Gray and",Person_sitting,tram_stop,drizzle,Two
9634,3634,"Three people huddled under umbrellas at a tram stop, rain dripping from their hoods, as they wait for the next tram in the dimly lit, misty evening.",Person_sitting,tram_stop,drizzle,Three
9635,3635,"

A person in a red raincoat, huddled under an umbrella at a tram stop, watching the raindrops form puddles on the cobblestones. The sky is overcast, with a fine dri",Person_sitting,tram_stop,drizzle,Multiple
9636,3636,"

Person in a tram stop, heavy rain. Person with umbrella, raincoat, sitting on a wet bench. Person huddled under a shelter, raindrops streaming down face. Person in a yellow raincoat,",Person_sitting,tram_stop,heavy_rain,Single
9637,3637,"

Person in a raincoat, hunched over under an umbrella, _sitting at a tram stop_. Heavy rain pours down around them, creating puddles that reflect the dim streetlights. The person's clothes",Person_sitting,tram_stop,heavy_rain,Two
9638,3638,"Three people huddled under umbrellas at a tram stop, rain pelting down around them, puddles forming at their feet.",Person_sitting,tram_stop,heavy_rain,Three
9639,3639,"A person, hunched under an umbrella, at a tram stop, in the pouring rain.",Person_sitting,tram_stop,heavy_rain,Multiple
9640,3640,Person sitting in a bike lane under a sunny sky.,Person_sitting,bike_lane,sunny,Single
9641,3641,Two people sitting in a bike lane under a sunny sky.,Person_sitting,bike_lane,sunny,Two
9642,3642,Three people sitting in a bike lane under a sunny sky.,Person_sitting,bike_lane,sunny,Three
9643,3643,Person sitting on a red bike in a sunny bike lane. Person in a yellow raincoat sitting on a blue bike in a sunny bike lane. Person with a backpack sitting on a green bike in a sunny bike lane. Person with,Person_sitting,bike_lane,sunny,Multiple
9644,3644,Person_sitting in the bike_lane under cloudy weather.,Person_sitting,bike_lane,cloudy,Single
9645,3645,"

Person in a bike lane under cloudy weather, holding an umbrella while adjusting a helmet on their head. A bicycle with rain-soaked tires is parked nearby.",Person_sitting,bike_lane,cloudy,Two
9646,3646,Three people sitting in a bike lane under cloudy weather.,Person_sitting,bike_lane,cloudy,Three
9647,3647,"

A person sitting in a bike lane, surrounded by tall, grey clouds. The sun is hidden, casting a dim light over the scene. The asphalt is wet from recent rain, reflecting the muted colors of the sky.",Person_sitting,bike_lane,cloudy,Multiple
9648,3648,"Person in a red raincoat, sitting in the bike lane, under an umbrella. Rain pouring down around them. Person with a yellow hat, sitting in the bike lane, in the rain. Raindrops splashing on their",Person_sitting,bike_lane,rainy,Single
9649,3649,"

Person in a rain-soaked bike lane on a red bicycle, umbrella held overhead. Puddles reflecting neon streetlights. Yellow raincoat, blue jeans, and brown boots. Person_sitting on",Person_sitting,bike_lane,rainy,Two
9650,3650,"Three people in raincoats, huddled under an umbrella, sitting in the bike lane. A person in a yellow rain poncho, pedaling slowly through the puddles in the bike lane. A person in a red rain",Person_sitting,bike_lane,rainy,Three
9651,3651,"Person in a raincoat, sitting on a bench in the bike lane. Red umbrella covering a person sitting on a curb. Person with a hat, sitting on a bike, in the rain. Yellow raincoat, person sitting",Person_sitting,bike_lane,rainy,Multiple
9652,3652,"Person in a bike lane during a storm, rain pouring down, wind gusts, umbrella in hand, bright yellow raincoat.",Person_sitting,bike_lane,stormy,Single
9653,3653,"

Person in a bike lane during a storm, rain pouring down, puddles forming, umbrella in hand, bright yellow raincoat, bike leaned against a lamppost.",Person_sitting,bike_lane,stormy,Two
9654,3654,"Three people huddled in bike_lane, rain pouring down, thunder rumbling, wind gusting. Person_sitting on curb, umbrella shielding, raindrops splashing, lightning illuminating. Two",Person_sitting,bike_lane,stormy,Three
9655,3655,"Person_sitting in the bike_lane during a storm, wearing a yellow raincoat and holding an umbrella. A red bicycle leans against a tree nearby. The rain is coming down in sheets, and the wind is strong",Person_sitting,bike_lane,stormy,Multiple
9656,3656,"Person_sitting in the bike_lane, snowflakes gently falling around, blanketing the ground.",Person_sitting,bike_lane,snowy,Single
9657,3657,"

Person in a snowy bike lane, bike parked nearby. Snowflakes gently falling around them.",Person_sitting,bike_lane,snowy,Two
9658,3658,"Three people sitting in a bike lane, surrounded by falling snow.",Person_sitting,bike_lane,snowy,Three
9659,3659,"A person sitting in a bike lane, surrounded by falling snow.",Person_sitting,bike_lane,snowy,Multiple
9660,3660,"A person, clad in a thick coat, sits in the bike lane, enveloped by the thick fog.",Person_sitting,bike_lane,foggy,Single
9661,3661,"

Person in a foggy bike lane on a bicycle, seated with hands on handlebars. Bike tires leave faint, wet trails on the damp pavement. Fog swirls around, obscuring the surroundings, creating an",Person_sitting,bike_lane,foggy,Two
9662,3662,Three figures in foggy bike lane.,Person_sitting,bike_lane,foggy,Three
9663,3663,"A person, dressed in red, sitting in the foggy bike lane.",Person_sitting,bike_lane,foggy,Multiple
9664,3664,"Person_sitting in a bike lane, under a tree, with a windy weather. Wind blowing through their hair as they hold onto the handlebars. Colors: rust, orange, brown. Person_sitting on a bench in a",Person_sitting,bike_lane,windy,Single
9665,3665,"

Person in a windy bike lane on a red bicycle, wearing a yellow raincoat and a blue helmet, holding a green umbrella.",Person_sitting,bike_lane,windy,Two
9666,3666,"Three people sitting in a bike lane, windy weather. Person_sitting on a red bike, another on a blue one, third on a yellow one. Wind blowing their hair and clothes.",Person_sitting,bike_lane,windy,Three
9667,3667,"Person sitting in a bike lane, windy weather. A person is seated on the side of a bike lane, with the wind blowing through their hair. The leaves on the trees nearby are rustling in the wind, and the flags along the road",Person_sitting,bike_lane,windy,Multiple
9668,3668,A person sitting in a bike lane. Clear weather.,Person_sitting,bike_lane,clear,Single
9669,3669,"

Person sitting on a bike in a clear bike lane.",Person_sitting,bike_lane,clear,Two
9670,3670,Three people sitting in a bike lane. Clear weather.,Person_sitting,bike_lane,clear,Three
9671,3671,A person sitting on a bike in a clear lane.,Person_sitting,bike_lane,clear,Multiple
9672,3672,"Person in a bike lane during drizzle. A person wearing a raincoat sits on a bicycle in a bike lane, the rain falling softly around them, the pavement slick with water. The person's face is hidden",Person_sitting,bike_lane,drizzle,Single
9673,3673,"

Person in a bike lane during drizzle, raindrops hitting their helmet and clothes, tires splashing in puddles.",Person_sitting,bike_lane,drizzle,Two
9674,3674,"Three people in a bike lane during drizzle. A person on a bike with an umbrella in the bike lane during drizzle. Two people on bikes, huddled under a tree in the bike lane during drizzle",Person_sitting,bike_lane,drizzle,Three
9675,3675,"Person in a bike lane during drizzle, wearing a yellow raincoat and holding an umbrella. A person sitting on a bench in a green park, under a tree during a light drizzle. A person in a red hood",Person_sitting,bike_lane,drizzle,Multiple
9676,3676,"Person in a bike lane during heavy rain. A person wearing a raincoat sits on a bicycle in the bike lane, raindrops splashing around them as they wait for the traffic light to change.",Person_sitting,bike_lane,heavy_rain,Single
9677,3677,Two people sitting in a bike lane during heavy rain.,Person_sitting,bike_lane,heavy_rain,Two
9678,3678,Three people in a bike lane during heavy rain.,Person_sitting,bike_lane,heavy_rain,Three
9679,3679,"A person, hunched over, wearing a raincoat, sitting on a bike in the bike lane during heavy rain.",Person_sitting,bike_lane,heavy_rain,Multiple
9680,3680,Person sitting in the sunlit pedestrian zone.,Person_sitting,pedestrian_zone,sunny,Single
9681,3681,Two people sitting in the sunny pedestrian zone.,Person_sitting,pedestrian_zone,sunny,Two
9682,3682,Three people sitting on benches in the sunny pedestrian zone.,Person_sitting,pedestrian_zone,sunny,Three
9683,3683,"Person sitting on a red bench in the sunny pedestrian zone. Person with a yellow umbrella and a blue backpack, sitting on a green bench in the sunny pedestrian zone. Person in a purple raincoat, sitting on a",Person_sitting,pedestrian_zone,sunny,Multiple
9684,3684,"Person_sitting in the pedestrian_zone under an umbrella, raindrops pattering on the fabric, gray pavement reflecting the cloudy sky. Person_sitting on a bench in the pedestrian_zone",Person_sitting,pedestrian_zone,cloudy,Single
9685,3685,"

Person in the pedestrian zone on a cloudy day, seated on a bench.",Person_sitting,pedestrian_zone,cloudy,Two
9686,3686,Three people sitting in a cloudy pedestrian zone.,Person_sitting,pedestrian_zone,cloudy,Three
9687,3687,"

Person sitting in the pedestrian zone under an umbrella, surrounded by puddles and raindrops, as the sky is filled with grey clouds.",Person_sitting,pedestrian_zone,cloudy,Multiple
9688,3688,"Person_sitting in the pedestrian_zone under an umbrella, raindrops hitting the fabric. Person_sitting on a bench in the rain, wearing a raincoat, holding a steaming cup of coffee. Person_",Person_sitting,pedestrian_zone,rainy,Single
9689,3689,"

Person in the pedestrian zone during rainy weather, hunched over with an umbrella, wearing a raincoat and boots. Puddles on the cobblestones reflecting the dim streetlights. Red and yellow u",Person_sitting,pedestrian_zone,rainy,Two
9690,3690,Three people sitting in the rainy pedestrian zone.,Person_sitting,pedestrian_zone,rainy,Three
9691,3691,"Person_sitting in the pedestrian_zone during a rainy day, wearing a yellow raincoat and holding an umbrella. A red poodle sits next to them, also seeking shelter. The pavement is slick",Person_sitting,pedestrian_zone,rainy,Multiple
9692,3692,"Person_sitting in the pedestrian_zone during a storm, umbrella clutched tightly, rainwater cascading off the brim, puddles forming around their feet. Raindrops pelting against the glass windows of",Person_sitting,pedestrian_zone,stormy,Single
9693,3693,"

Person in the pedestrian zone during a stormy weather, huddled under an awning, raindrops streaming down their face, umbrella clutched tightly. Two people sitting on a bench, hunched over,",Person_sitting,pedestrian_zone,stormy,Two
9694,3694,Three people huddled under umbrellas in the pedestrian zone during a storm. A person in a red raincoat sitting on a bench in the midst of a stormy pedestrian zone. A person with an orange hat and yellow,Person_sitting,pedestrian_zone,stormy,Three
9695,3695,"Person_sitting in the pedestrian_zone during a storm, umbrella in hand. A person with a red raincoat and yellow boots, sitting on a bench in the pedestrian_zone during a storm. A person in a",Person_sitting,pedestrian_zone,stormy,Multiple
9696,3696,"Person_sitting in the pedestrian_zone, surrounded by holiday lights and bustling crowds, with snowflakes gently falling around him, creating a serene and magical atmosphere.",Person_sitting,pedestrian_zone,snowy,Single
9697,3697,"

Person in a pedestrian zone, snowy weather, two of them sitting on a bench.",Person_sitting,pedestrian_zone,snowy,Two
9698,3698,Three people sitting in a snowy pedestrian zone.,Person_sitting,pedestrian_zone,snowy,Three
9699,3699,"Person_sitting in the pedestrian_zone, surrounded by holiday shops, under a snowy sky.",Person_sitting,pedestrian_zone,snowy,Multiple
9700,3700,"Person_sitting in the pedestrian_zone, surrounded by ancient stone buildings, with a thick fog rolling in, obscuring the details of the structures around him. The person's breath visible in the chilly air, a lampl",Person_sitting,pedestrian_zone,foggy,Single
9701,3701,"

Person in the foggy pedestrian zone, seated on a bench. Weather shrouds them in a mystical haze.",Person_sitting,pedestrian_zone,foggy,Two
9702,3702,"Three figures huddled in the pedestrian zone, silhouetted against the foggy backdrop.",Person_sitting,pedestrian_zone,foggy,Three
9703,3703,"

A person sitting in the foggy pedestrian zone, surrounded by misty trees and cobblestone streets. The fog clings to their coat and hat, obscuring the details of their features. The air is damp and cool, carrying",Person_sitting,pedestrian_zone,foggy,Multiple
9704,3704,"Person_sitting in the pedestrian_zone with a windy weather, wearing a red scarf and holding a hot cup of coffee. Person_sitting on a bench in the bustling pedestrian_zone, shielding their eyes from",Person_sitting,pedestrian_zone,windy,Single
9705,3705,"

Person in the pedestrian zone on a windy day, huddled against the cold with a scarf wrapped around their neck, holding onto their hat as they try to enjoy a cup of hot coffee. A nearby tree bends and",Person_sitting,pedestrian_zone,windy,Two
9706,3706,"Three people sitting in the windy pedestrian zone. A person with a red scarf and a yellow hat, another with a blue coat and a green umbrella, and a third with a grey sweater and a brown hat.",Person_sitting,pedestrian_zone,windy,Three
9707,3707,"Person_sitting in the pedestrian_zone, surrounded by colorful shops, under a windy, gray sky. A person with a red umbrella is sitting on a bench, trying to shield themselves from the gusts of wind",Person_sitting,pedestrian_zone,windy,Multiple
9708,3708,Person_sitting in the pedestrian_zone with a clear sky.,Person_sitting,pedestrian_zone,clear,Single
9709,3709,"

Person sitting in the pedestrian zone with clear weather. A bustling area filled with people, shops, and cafes. The sun shines brightly overhead, casting long shadows on the pavement. The person is seated on a",Person_sitting,pedestrian_zone,clear,Two
9710,3710,"Three people sitting on benches in a vibrant, bustling pedestrian zone. Clear, sunny day. A person with a red hat and a yellow shirt, another with a blue scarf and a green dress, and a third with a",Person_sitting,pedestrian_zone,clear,Three
9711,3711,"Person_sitting in the pedestrian_zone on a sunny day, wearing a red hat and holding a yellow umbrella. Person_sitting on a bench in the pedestrian_zone, surrounded by blooming flowers. Person_",Person_sitting,pedestrian_zone,clear,Multiple
9712,3712,"Person in the pedestrian zone during drizzle, umbrella in hand. Raindrops pattering on the pavement. Person_sitting in the covered area of the pedestrian zone, watching the rain. Wet cob",Person_sitting,pedestrian_zone,drizzle,Single
9713,3713,"

Person in the pedestrian zone during drizzle, umbrella in hand. Wet cobblestones reflecting dim streetlights. Raindrops on person's hood and shoulders. Puddles forming on the ground.",Person_sitting,pedestrian_zone,drizzle,Two
9714,3714,"Three people sitting in a pedestrian zone during drizzle. Colors: gray, blue, red, green, yellow.",Person_sitting,pedestrian_zone,drizzle,Three
