,prompt,class,environment,weather,amount
9323,"

A rain-soaked downtown. A lone dog huddled under an awning, shivering. Another dog, a golden retriever, tails wagging, joins the first, seeking comfort. They share",dog,downtown,rainy,Multiple
9324,"

A single dog in the downtown during a stormy weather.",dog,downtown,stormy,Single
9325,Two dogs in downtown during a storm.,dog,downtown,stormy,Two
9326,"Three dogs huddled together in the downtown, weathered by storm.",dog,downtown,stormy,Three
9327,"

A downtown square filled with puddles from the storm. A large dog, its fur matted and dripping, sits huddled under an awning. Two smaller dogs join it, seeking shelter from the rain. The sound",dog,downtown,stormy,Multiple
9328,A single dog in the downtown amidst snowfall.,dog,downtown,snowy,Single
9329,Two dogs in the downtown during snowfall.,dog,downtown,snowy,Two
9330,"Three dogs huddled together in the downtown, snowflakes falling gently around them.",dog,downtown,snowy,Three
9331,"

A snowy downtown scene with a lone dog huddled against a lamp post.",dog,downtown,snowy,Multiple
9332,"

A single dog in the downtown amidst foggy weather.",dog,downtown,foggy,Single
9333,Two dogs in downtown amidst foggy weather.,dog,downtown,foggy,Two
9334,Three dogs in downtown during foggy weather.,dog,downtown,foggy,Three
9335,"

A dog in a downtown, surrounded by buildings, in a foggy weather.",dog,downtown,foggy,Multiple
9336,"

A single dog in the downtown area during a windy day.",dog,downtown,windy,Single
9337,"Two dogs downtown, windy weather.",dog,downtown,windy,Two
9338,Three dogs in downtown during windy weather.,dog,downtown,windy,Three
9339,"

A windy downtown scene with a lone dog huddled against a brick wall.",dog,downtown,windy,Multiple
9340,Clear day downtown. A single dog.,dog,downtown,clear,Single
9341,"Two dogs downtown, clear weather.",dog,downtown,clear,Two
9342,"Three dogs in downtown, clear weather.",dog,downtown,clear,Three
9343,"Clear day, downtown. A dog sits on a bench.",dog,downtown,clear,Multiple
9344,"

A single dog in an urban setting under a sunny sky.",dog,urban,sunny,Single
9345,Two dogs in an urban setting under a sunny sky.,dog,urban,sunny,Two
9346,Three dogs in an urban setting under a sunny sky.,dog,urban,sunny,Three
9347,"

Sunny day in the city. A golden retriever sits on a concrete step, basking in the warmth. A poodle plays fetch with its owner in a nearby park. A chihuahua peeks out",dog,urban,sunny,Multiple
9348,"

A single dog in an urban setting under cloudy weather.",dog,urban,cloudy,Single
9349,Two dogs in an urban setting under cloudy weather.,dog,urban,cloudy,Two
9350,Three dogs in an urban setting under cloudy weather.,dog,urban,cloudy,Three
9351,"

Cloudy urban day, a large dog lying on a worn-out rug in an empty alley. Two smaller dogs playing fetch nearby, their tails wagging in the damp air. A lamppost casting a dim light over",dog,urban,cloudy,Multiple
9352,"

A single dog in an urban setting during rainy weather.",dog,urban,rainy,Single
9353,Two dogs in an urban setting during rainy weather.,dog,urban,rainy,Two
9354,Three dogs in an urban setting during rainy weather.,dog,urban,rainy,Three
9355,"

A rain-soaked dog huddled under a tree in the city park.",dog,urban,rainy,Multiple
9356,"

A single dog in an urban setting during a storm.",dog,urban,stormy,Single
9357,Two dogs in an urban setting during a storm.,dog,urban,stormy,Two
9358,Three dogs in an urban setting during a storm.,dog,urban,stormy,Three
9359,"

A gray-haired Chihuahua huddled in a narrow alleyway, rainwater cascading from the corrugated metal roof above, creating a rhythmic pitter-patter on the concrete. The storm",dog,urban,stormy,Multiple
9360,A single dog in an urban setting amidst snowfall.,dog,urban,snowy,Single
9361,Two dogs in an urban setting amidst snowfall.,dog,urban,snowy,Two
9362,Three dogs in an urban setting amidst snowfall.,dog,urban,snowy,Three
9363,"

A snowy urban scene with a lone dog huddled against a brick wall.",dog,urban,snowy,Multiple
9364,"

A single dog in an urban setting amidst foggy weather.",dog,urban,foggy,Single
9365,Two dogs in an urban setting with foggy weather.,dog,urban,foggy,Two
9366,Three dogs in an urban setting amidst foggy weather.,dog,urban,foggy,Three
9367,"

A dog in an urban setting amidst foggy weather.",dog,urban,foggy,Multiple
9368,"

A single dog in an urban setting amidst windy weather.",dog,urban,windy,Single
9369,Two dogs in an urban setting with windy weather.,dog,urban,windy,Two
9370,Three dogs in an urban setting amidst windy weather.,dog,urban,windy,Three
9371,"

A windy city street. A lone dog huddles against a brick wall, ears flattened against its head. Junk mail flies through the air, scattering around them. A discarded sandwich box tumbles past,",dog,urban,windy,Multiple
9372,Clear day. Urban setting. Single dog.,dog,urban,clear,Single
9373,Two dogs in an urban setting with clear weather.,dog,urban,clear,Two
9374,Three dogs in an urban setting with clear weather.,dog,urban,clear,Three
9375,"

Clear day in the city. A golden retriever sits on the curb, watching the world go by. Two poodles play fetch in the park. A chihuahua barking at a squirrel on a",dog,urban,clear,Multiple
9376,"

A single dog in an industrial setting under a sunny sky.",dog,industrial,sunny,Single
9377,Two dogs in an industrial setting under sunny weather.,dog,industrial,sunny,Two
9378,Three dogs in an industrial setting under sunny weather.,dog,industrial,sunny,Three
9379,"

A sunny industrial landscape with a large dog as a central statue. Multiple dogs in various sizes and materials scattered throughout the scene, functioning as gears or cogs in a large machinery system.",dog,industrial,sunny,Multiple
9380,"

A single dog in an industrial setting with a cloudy weather.",dog,industrial,cloudy,Single
9381,"

Two dogs in an industrial setting with cloudy weather.",dog,industrial,cloudy,Two
9382,Three dogs in an industrial setting with cloudy weather.,dog,industrial,cloudy,Three
9383,"

Cloudy industrial landscape with a pack of dogs.",dog,industrial,cloudy,Multiple
9384,"

A single dog in an industrial setting during rainy weather.",dog,industrial,rainy,Single
9385,"

Two dogs in an industrial setting during rainy weather.",dog,industrial,rainy,Two
9386,Three dogs in an industrial setting during rainy weather.,dog,industrial,rainy,Three
9387,"

A rusted factory complex, rainwater collecting in puddles, a lone dog huddled under a leaking awning.",dog,industrial,rainy,Multiple
9388,"

A single dog in an industrial setting during a storm. The rain pours down in torrents, mixing with the grime and soot from the factories. The wind howls through the rusted metal structures, causing debris to",dog,industrial,stormy,Single
9389,Two dogs in an industrial setting during a storm.,dog,industrial,stormy,Two
9390,Three dogs in an industrial setting amidst stormy weather.,dog,industrial,stormy,Three
9391,"

A dog-shaped metal sculpture in an industrial yard during a stormy weather.",dog,industrial,stormy,Multiple
9392,"

A single dog in an industrial setting amidst snowfall.",dog,industrial,snowy,Single
9393,"Two dogs in an industrial setting, covered in snow.",dog,industrial,snowy,Two
9394,Three dogs in an industrial setting amidst snowfall.,dog,industrial,snowy,Three
9395,"

A dog-shaped metal sculpture in an industrial yard, surrounded by snow-covered machinery.",dog,industrial,snowy,Multiple
9396,"

A single dog in an industrial setting, surrounded by fog.",dog,industrial,foggy,Single
9397,Two dogs in an industrial setting with foggy weather.,dog,industrial,foggy,Two
9398,Three dogs in an industrial setting with foggy weather.,dog,industrial,foggy,Three
9399,"

A dog-shaped metal construct in an industrial fog. Multiple of them scattered around.",dog,industrial,foggy,Multiple
9400,"

A single dog in an industrial setting, amidst the howling wind.",dog,industrial,windy,Single
9401,Two dogs in an industrial setting with a windy weather.,dog,industrial,windy,Two
9402,Three dogs in an industrial setting with windy weather.,dog,industrial,windy,Three
9403,"

A rusted factory complex with several dog-sized gears, surrounded by wind turbines. The air is filled with the scent of oil and the sound of whirring machinery. The wind howls through the pipes and vents",dog,industrial,windy,Multiple
9404,"

Clear industrial setting. A single dog.",dog,industrial,clear,Single
9405,Two dogs in an industrial setting with clear weather.,dog,industrial,clear,Two
9406,Three dogs in an industrial setting with clear weather.,dog,industrial,clear,Three
9407,"

Clear industrial landscape with a dog and multiple crates.",dog,industrial,clear,Multiple
9408,"

A single dog in a residential area on a sunny day.",dog,residential,sunny,Single
9409,Two dogs in a sunny residential area.,dog,residential,sunny,Two
9410,Three dogs in a sunny living room.,dog,residential,sunny,Three
9411,"

Sunny day, living room with two golden retrievers playing with a red ball.",dog,residential,sunny,Multiple
9412,"

A single dog in a residential area on a cloudy day.",dog,residential,cloudy,Single
9413,Two dogs in a house during cloudy weather.,dog,residential,cloudy,Two
9414,Three dogs in a residential area on a cloudy day.,dog,residential,cloudy,Three
9415,"

Cloudy day in the suburbs, a brown dog lying on the porch of a red house. Two more dogs playing in the yard, one black and one white. Rain starts to fall gently, dogs look up at the sky.",dog,residential,cloudy,Multiple
9416,"

A single dog in a cozy residential home during a rainy day.",dog,residential,rainy,Single
9417,Two dogs in a house during rainy weather.,dog,residential,rainy,Two
9418,Three dogs in a living room during rainy weather.,dog,residential,rainy,Three
9419,"

A rainy day, a cozy living room with a large window overlooking the yard. A golden retriever dog, curled up by the fireplace, its paws wet from the rain. Two more dogs, a Lab",dog,residential,rainy,Multiple
9420,"

A single dog in a residential area during a stormy weather.",dog,residential,stormy,Single
9421,Two dogs in a house during a storm.,dog,residential,stormy,Two
9422,Three dogs in a residential area during a storm.,dog,residential,stormy,Three
9423,"

A brown Labrador Retriever huddled in a cozy living room as rain pelted against the windows. Two poodles shared a blanket in a corner, their ears perked up at the sound of thunder.",dog,residential,stormy,Multiple
9424,A single dog in a residential area during a snowy weather.,dog,residential,snowy,Single
9425,Two dogs in a house during snowfall.,dog,residential,snowy,Two
9426,Three dogs in a cozy living room with snow piled outside.,dog,residential,snowy,Three
9427,"

A snowy residential street filled with footprints of a large dog. A red fire hydrant stands out against the white landscape, while a snowman with a dog's hat and scarf sits nearby. A doghouse, also",dog,residential,snowy,Multiple
9428,"

A single dog in a residential area with foggy weather.",dog,residential,foggy,Single
9429,Two dogs in a house during foggy weather.,dog,residential,foggy,Two
9430,Three dogs in a residential area with foggy weather.,dog,residential,foggy,Three
9431,"

A foggy residential street with a golden retriever playing in a puddle.",dog,residential,foggy,Multiple
9432,Windy residential evening. A single dog in a cozy yard.,dog,residential,windy,Single
9433,Two dogs in a yard during windy weather.,dog,residential,windy,Two
9434,Three dogs in a yard during a windy day.,dog,residential,windy,Three
9435,Windy residential street with a pack of five dogs playing.,dog,residential,windy,Multiple
9436,Clear day. Living room. Golden Retriever lying on a plush rug.,dog,residential,clear,Single
9437,Two dogs in a house with clear weather.,dog,residential,clear,Two
9438,Three dogs in a residential area with clear weather.,dog,residential,clear,Three
9439,"

Clear day, living room with a golden retriever lying on a plush rug.",dog,residential,clear,Multiple
9440,A brown dog sitting on a bench in the business district on a sunny day.,dog,business_district,sunny,Single
9441,"Two dogs in suits, sitting on a bench in the business district, under the sunny sky.",dog,business_district,sunny,Two
9442,"Three dogs in suits, in the business district, on a sunny day.",dog,business_district,sunny,Three
9443,"

Sunny business district. A golden retriever sits by a hydrant, tails wagging. Another dog, a poodle, walks its owner on a leash nearby. A dachshund barks at",dog,business_district,sunny,Multiple
9444,"

A single dog in the business district during cloudy weather.",dog,business_district,cloudy,Single
9445,"Two dogs in suits, carrying briefcases, in a cloudy business district.",dog,business_district,cloudy,Two
9446,"Three dogs in suits, in the business district, under cloudy weather.",dog,business_district,cloudy,Three
9447,"

Cloudy business district. A dog sits on a bench, its fur damp from the rain. Another dog passes by, carrying an umbrella in its mouth. A third dog is seen through a window, huddled by the fire",dog,business_district,cloudy,Multiple
9448,A brown dog sitting under an umbrella in the business district during rainy weather.,dog,business_district,rainy,Single
9449,"Two dogs in suits, carrying umbrellas, in the business district during rainy weather.",dog,business_district,rainy,Two
9450,"Three dogs in suits, rain puddles reflecting their shiny leather shoes, umbrellas in hand, in the business district.",dog,business_district,rainy,Three
9451,"

A rainy business district. A dog, soaked and shivering, hides under a store awning. Another dog, dry and warm, sits obediently by its owner's feet, holding an umbrella",dog,business_district,rainy,Multiple
9452,"A large, wet dog huddled under a business district awning during a storm.",dog,business_district,stormy,Single
9453,"Two dogs in suits, carrying umbrellas, in the business district during a storm.",dog,business_district,stormy,Two
9454,"Three dogs in suits, raincoats on, in the business district during a storm.",dog,business_district,stormy,Three
9455,"

A stormy business district with a lone dog huddled under a tree, seeking shelter from the heavy rain. A group of dogs gathered around a fire hydrant, their fur matted and dripping wet. A dog standing",dog,business_district,stormy,Multiple
9456,"A large, fluffy dog sits in the business district, surrounded by tall buildings. The snow falls gently, covering the dog and the ground in a pristine white blanket.",dog,business_district,snowy,Single
9457,"Two dogs in suits, carrying briefcases, in a snowy business district.",dog,business_district,snowy,Two
9458,"Three dogs in suits, snowy business district.",dog,business_district,snowy,Three
9459,A snowy business district with a large dog tied to a lamppost.,dog,business_district,snowy,Multiple
9460,"A single dog in the business district, surrounded by tall buildings, in the foggy weather.",dog,business_district,foggy,Single
9461,"Two dogs in suits, carrying briefcases, in the foggy business district.",dog,business_district,foggy,Two
9462,"Three dogs in suits, in the business district, with foggy weather.",dog,business_district,foggy,Three
9463,"

A dog made of brass, in the business district, amidst the foggy weather.",dog,business_district,foggy,Multiple
9464,"A brown dog in the business district, weather windy.",dog,business_district,windy,Single
9465,"Two dogs in suits, carrying briefcases, in the business district on a windy day.",dog,business_district,windy,Two
9466,"Three dogs in suits, in the business district, on a windy day.",dog,business_district,windy,Three
9467,Windy business district. A dog lying on a cobblestone street. Another dog barking in an alley. A third dog tethered to a lamppost.,dog,business_district,windy,Multiple
9468,"A single dog in the business district. A brown terrier sits on the corner, watching the bustling crowd. A golden retriever lies in the sun, basking in the clear weather. A chihuahua is carried by",dog,business_district,clear,Single
9469,"Two dogs in suits, sitting on a bench in the business district. Clear weather.",dog,business_district,clear,Two
9470,"Three dogs in suits, in the business district, on a clear day.",dog,business_district,clear,Three
9471,Clear day in the business district. A golden retriever sits by a fountain.,dog,business_district,clear,Multiple
9472,"

A golden retriever sits calmly in a shopping mall, basking in the warm sunshine that filters through the large glass windows. The dog's fur shines brightly, reflecting the sunlight. Shoppers pass",dog,shopping_mall,sunny,Single
9473,"Two dogs at a shopping mall, sunny weather.",dog,shopping_mall,sunny,Two
9474,Three golden retrievers at a sunny shopping mall.,dog,shopping_mall,sunny,Three
9475,"

Sunny shopping mall, a golden retriever sits by a fountain. Two poodles play fetch with their owner nearby. A dachshund sleeps in the sun, shadowed by a large umbrella",dog,shopping_mall,sunny,Multiple
9476,"

A single dog in a shopping mall during cloudy weather.",dog,shopping_mall,cloudy,Single
9477,"Two dogs in a shopping mall, weather: cloudy.",dog,shopping_mall,cloudy,Two
9478,Three dogs in a shopping mall. Weather: cloudy.,dog,shopping_mall,cloudy,Three
9479,"

Cloudy shopping mall, multiple dogs.",dog,shopping_mall,cloudy,Multiple
9480,"

A single dog in a shopping mall during rainy weather.",dog,shopping_mall,rainy,Single
9481,Two dogs in a shopping mall during rainy weather.,dog,shopping_mall,rainy,Two
9482,Three dogs in a shopping mall during rainy weather.,dog,shopping_mall,rainy,Three
9483,"

A rainy shopping mall. A golden retriever, soaked and shivering, hides under a wet umbrella. Nearby, a poodle, wearing a raincoat, carries a shopping bag. A",dog,shopping_mall,rainy,Multiple
9484,A single dog in a shopping mall during a storm.,dog,shopping_mall,stormy,Single
9485,Two dogs in a shopping mall during a storm.,dog,shopping_mall,stormy,Two
9486,Three dogs in a shopping mall during a storm.,dog,shopping_mall,stormy,Three
9487,"

A dog in a shopping mall during a stormy weather.",dog,shopping_mall,stormy,Multiple
9488,A single dog in a shopping mall during a snowy day.,dog,shopping_mall,snowy,Single
9489,Two dogs in a shopping mall during a snowy weather.,dog,shopping_mall,snowy,Two
9490,Three dogs in a shopping mall during a snowfall.,dog,shopping_mall,snowy,Three
9491,"A snowy shopping mall filled with people, a dog trots between the rows of stores.",dog,shopping_mall,snowy,Multiple
9492,A single dog in a shopping mall during foggy weather.,dog,shopping_mall,foggy,Single
9493,"Two dogs in a shopping mall, weather: foggy.",dog,shopping_mall,foggy,Two
9494,"Three dogs in a shopping mall, weather: foggy.",dog,shopping_mall,foggy,Three
9495,"

A dog in a shopping mall amidst foggy weather.",dog,shopping_mall,foggy,Multiple
9496,Windy shopping mall. Single dog.,dog,shopping_mall,windy,Single
9497,Two dogs at a shopping mall during windy weather.,dog,shopping_mall,windy,Two
9498,Three dogs in a shopping mall during windy weather.,dog,shopping_mall,windy,Three
9499,"Windy shopping mall. A golden retriever sits on a bench, its ears flapping in the wind. A poodle walks by, its curls blowing in the gusts. A chihuahua huddles",dog,shopping_mall,windy,Multiple
9500,Clear day at a shopping mall. A single dog.,dog,shopping_mall,clear,Single
9501,Two dogs at a shopping mall on a clear day.,dog,shopping_mall,clear,Two
9502,Three dogs of the same breed in a shopping mall. Clear weather.,dog,shopping_mall,clear,Three
9503,Clear day at a shopping mall. A golden retriever sits by a fountain.,dog,shopping_mall,clear,Multiple
9504,Sunny day. A dog in the street.,dog,street,sunny,Single
9505,"Two dogs in the street, sunny weather.",dog,street,sunny,Two
9506,Three dogs lying in the sunny street.,dog,street,sunny,Three
9507,"Sunny day, multiple dogs in the street.",dog,street,sunny,Multiple
9508,"

A single dog in the street under cloudy weather.",dog,street,cloudy,Single
9509,"Two dogs in the street, weather cloudy.",dog,street,cloudy,Two
9510,Three dogs in a cloudy street.,dog,street,cloudy,Three
9511,"

Cloudy day, multiple dogs on the street.",dog,street,cloudy,Multiple
9512,"

A single dog in the rain.",dog,street,rainy,Single
9513,Two dogs in the rainy street.,dog,street,rainy,Two
9514,Three dogs huddled under a tree in the rainy street.,dog,street,rainy,Three
9515,"

A rain-soaked dog huddled under a tree, shivering in the downpour.",dog,street,rainy,Multiple
9516,"

A solitary dog in the stormy street.",dog,street,stormy,Single
9517,Two dogs in the street during a storm.,dog,street,stormy,Two
9518,"Three dogs huddled together on a street corner, rain pelting down around them, thunder rumbling in the distance.",dog,street,stormy,Three
9519,"

A dog huddled in a doorway during a stormy night. Another dog, soaked and shivering, sought shelter under a tree. A third dog, tail between its legs, hid in a dark alley, trying to escape the",dog,street,stormy,Multiple
9520,A single dog in a snowy street.,dog,street,snowy,Single
9521,"Two dogs in the street, snowy weather.",dog,street,snowy,Two
9522,Three dogs huddled together in a snowy street.,dog,street,snowy,Three
9523,A snowy street filled with dogs.,dog,street,snowy,Multiple
9524,A single dog in the foggy street.,dog,street,foggy,Single
9525,Two dogs in a foggy street.,dog,street,foggy,Two
9526,Three dogs in a foggy street.,dog,street,foggy,Three
9527,"

A dog in the foggy street, its breath visible in the mist.",dog,street,foggy,Multiple
9528,A brown dog in the windy street.,dog,street,windy,Single
9529,Two dogs in the street during a windy day.,dog,street,windy,Two
9530,Three dogs huddled together against the wind in a deserted street.,dog,street,windy,Three
9531,"Windy street corner, multiple dogs.",dog,street,windy,Multiple
9532,Clear day. A solitary dog in the street.,dog,street,clear,Single
9533,Two dogs in the street. Clear weather.,dog,street,clear,Two
9534,Three dogs in the clear street.,dog,street,clear,Three
9535,"Clear day, a dog in the street.",dog,street,clear,Multiple
9536,"Sunny afternoon, a fluffy golden retriever in the front yard.",dog,neighborhood,sunny,Single
9537,Two dogs in a sunny neighborhood.,dog,neighborhood,sunny,Two
9538,Three dogs in a sunny neighborhood.,dog,neighborhood,sunny,Three
9539,"Sunny afternoon, a golden retriever playing in the park. Two poodles barking at each other on a cloudless day. A chihuahua sleeping in the shade of a tree on a sunlit street.",dog,neighborhood,sunny,Multiple
9540,"

Cloudy day in the neighborhood. A single dog with droopy ears and a wet nose.",dog,neighborhood,cloudy,Single
9541,Two dogs in a cloudy neighborhood.,dog,neighborhood,cloudy,Two
9542,Three dogs in a cloudy neighborhood.,dog,neighborhood,cloudy,Three
9543,"

Cloudy day, multiple dogs in a park.",dog,neighborhood,cloudy,Multiple
9544,"

A single dog in the rainy neighborhood.",dog,neighborhood,rainy,Single
9545,Two dogs in a rainy neighborhood.,dog,neighborhood,rainy,Two
9546,Three dogs in a rainy neighborhood.,dog,neighborhood,rainy,Three
9547,"

Rainy afternoon, umbrella-carrying crowd gathers around a puddle-filled park, a yellow Labrador Retriever plays fetch with its owner.",dog,neighborhood,rainy,Multiple
9548,"

A single dog huddled in a porch during a stormy night.",dog,neighborhood,stormy,Single
9549,Two dogs in a neighborhood during a storm.,dog,neighborhood,stormy,Two
9550,Three dogs huddled together in a stormy neighborhood.,dog,neighborhood,stormy,Three
9551,"

A stormy night, a dog huddled in a porch, rainwater dripping from its fur. Two dogs playing in a flooded park, puddles splashing as they bark. A golden retriever, shivering",dog,neighborhood,stormy,Multiple
9552,A single dog in a snowy neighborhood.,dog,neighborhood,snowy,Single
9553,Two dogs in a snowy neighborhood.,dog,neighborhood,snowy,Two
9554,Three dogs in a snowy neighborhood.,dog,neighborhood,snowy,Three
9555,"

A snowy evening, a large dog with fluffy white fur sits in front of a cozy fireplace, its breath visible in the cold air. Two smaller dogs playfully bark and jump around it, their paws leaving prints on",dog,neighborhood,snowy,Multiple
9556,A single dog in the foggy neighborhood.,dog,neighborhood,foggy,Single
9557,Two dogs in a foggy neighborhood.,dog,neighborhood,foggy,Two
9558,Three dogs in a foggy neighborhood.,dog,neighborhood,foggy,Three
9559,"

A dog in a foggy neighborhood with multiple pups.",dog,neighborhood,foggy,Multiple
9560,Windy day. Single dog in the neighborhood.,dog,neighborhood,windy,Single
9561,Two dogs in a windy neighborhood.,dog,neighborhood,windy,Two
9562,Three dogs in a windy neighborhood.,dog,neighborhood,windy,Three
9563,"Windy day, multiple dogs in a park.",dog,neighborhood,windy,Multiple
9564,Clear day. A single dog in the neighborhood.,dog,neighborhood,clear,Single
9565,Two dogs in a quiet neighborhood on a clear day.,dog,neighborhood,clear,Two
9566,Three dogs in a clear neighborhood.,dog,neighborhood,clear,Three
9567,"Clear sky, two golden retrievers playing fetch in a park.",dog,neighborhood,clear,Multiple
9568,A single dog in the city center on a sunny day.,dog,city_center,sunny,Single
9569,"Two dogs in city center, sunny weather.",dog,city_center,sunny,Two
9570,"Three dogs in city center, sunny weather.",dog,city_center,sunny,Three
9571,"

Sunny city center with a golden retriever sitting on a park bench. Two poodles playing fetch nearby. A dachshund lying in the sunshine, next to a lamppost.",dog,city_center,sunny,Multiple
9572,"

A single dog in the city center under cloudy weather.",dog,city_center,cloudy,Single
9573,"Two dogs in city center, weather: cloudy.",dog,city_center,cloudy,Two
9574,"Three dogs in city center, weather: cloudy.",dog,city_center,cloudy,Three
9575,"

Cloudy city center with a pack of three dogs.",dog,city_center,cloudy,Multiple
9576,"

A single dog in the city center during rainy weather.",dog,city_center,rainy,Single
9577,Two dogs in the city center during rainy weather.,dog,city_center,rainy,Two
9578,Three dogs in a city center during rainy weather.,dog,city_center,rainy,Three
9579,"

A rain-soaked dog in city center.",dog,city_center,rainy,Multiple
9580,"

A single dog in the city center during a stormy weather.",dog,city_center,stormy,Single
9581,Two dogs in the city center during a storm.,dog,city_center,stormy,Two
9582,Three dogs in city center during stormy weather.,dog,city_center,stormy,Three
9583,"

A stormy city center with a lone dog huddled under a tree.",dog,city_center,stormy,Multiple
9584,"A single dog in the city center, surrounded by tall buildings, in a snowy weather.",dog,city_center,snowy,Single
9585,"Two dogs in the city center, weather: snowy.",dog,city_center,snowy,Two
9586,"Three dogs in the city center, snowy weather.",dog,city_center,snowy,Three
9587,"

A snowy city center with a lone dog huddled against a lamp post.",dog,city_center,snowy,Multiple
9588,A single dog in the city center amidst foggy weather.,dog,city_center,foggy,Single
9589,"Two dogs in the city center, weather: foggy.",dog,city_center,foggy,Two
9590,"Three dogs in a city center, shrouded in fog.",dog,city_center,foggy,Three
9591,"

A dog in a foggy city center with multiple reflections in puddles.",dog,city_center,foggy,Multiple
9592,A brown dog in the city center on a windy day.,dog,city_center,windy,Single
9593,"Two dogs in city center, weather windy.",dog,city_center,windy,Two
9594,"Three dogs in city center, weather windy.",dog,city_center,windy,Three
9595,"Windy city_center, multiple dogs.",dog,city_center,windy,Multiple
9596,A single dog in the city center with clear weather.,dog,city_center,clear,Single
9597,"Two dogs in the city center, clear weather.",dog,city_center,clear,Two
9598,"Three dogs in city center, clear weather.",dog,city_center,clear,Three
9599,Clear weather in city_center. A golden retriever sits on a park bench. Two poodles play fetch nearby. A dachshund sleeps under a tree.,dog,city_center,clear,Multiple
9600,"

A single horse in a city, under a sunny sky.",horse,city,sunny,Single
9601,Two horses in a city. Sunny weather.,horse,city,sunny,Two
9602,Three horses in a city square under a sunny sky.,horse,city,sunny,Three
9603,"

A sunny city square, filled with people enjoying the day. In the center, a horse-drawn carriage with two horses harnessed to it. The horses prance and snort, their coats glistening in the",horse,city,sunny,Multiple
9604,"

A single horse in a city with cloudy weather.",horse,city,cloudy,Single
9605,Two horses in a city. Weather: cloudy.,horse,city,cloudy,Two
9606,Three horses in a city square under cloudy weather.,horse,city,cloudy,Three
9607,"

A horse-drawn carriage in a cloudy city street.",horse,city,cloudy,Multiple
9608,"

A single horse standing in a city street during rainfall.",horse,city,rainy,Single
9609,Two horses in a city street during rainy weather.,horse,city,rainy,Two
9610,Three horses in a city square during rainfall.,horse,city,rainy,Three
9611,"

A rain-soaked city street, a lone horse treads carefully, its hooves clattering against the wet pavement.",horse,city,rainy,Multiple
9612,"

A single horse in the city during a storm.",horse,city,stormy,Single
9613,Two horses in a city street during a storm.,horse,city,stormy,Two
9614,Three horses in a city square during a storm.,horse,city,stormy,Three
9615,"

A horse-drawn carriage in a stormy city street.",horse,city,stormy,Multiple
9616,"

A single horse in a city, amidst snowy weather.",horse,city,snowy,Single
9617,"Two horses in a city, weather like snow.",horse,city,snowy,Two
9618,Three horses in a city square under snowfall.,horse,city,snowy,Three
9619,"

A horse-drawn carriage in the snowy city square.",horse,city,snowy,Multiple
9620,"

A single horse in the city, surrounded by fog.",horse,city,foggy,Single
9621,"Two horses in a city, shrouded in fog.",horse,city,foggy,Two
9622,"Three horses in a city, foggy weather.",horse,city,foggy,Three
9623,"

A horse-drawn carriage in the foggy city streets.",horse,city,foggy,Multiple
9624,"

A single horse in a city, weathered by wind.",horse,city,windy,Single
9625,Two horses in a city square during a windy day.,horse,city,windy,Two
9626,"Three horses in a bustling city, weather windy.",horse,city,windy,Three
9627,"

A horse-drawn carriage in a windy city square.",horse,city,windy,Multiple
9628,"

A single horse in a city with clear weather.",horse,city,clear,Single
9629,Two horses in a city. Clear weather.,horse,city,clear,Two
9630,Three horses in a city square under clear skies.,horse,city,clear,Three
9631,"

A clear city day, a lone horse trots through the bustling streets.",horse,city,clear,Multiple
9632,"

A single horse in the forest under a sunny sky.",horse,forest,sunny,Single
9633,"Two horses in a forest, sunny weather.",horse,forest,sunny,Two
9634,Three horses in a sunlit forest.,horse,forest,sunny,Three
9635,"

A horse standing alone in a sunlit forest.",horse,forest,sunny,Multiple
9636,"

A single horse in the forest under cloudy weather.",horse,forest,cloudy,Single
9637,"Two horses in a forest, weather like cloudy.",horse,forest,cloudy,Two
9638,"Three horses in a forest, weather cloudy.",horse,forest,cloudy,Three
9639,"

A horse in the forest, surrounded by thick fog, with the sound of raindrops hitting the ground.",horse,forest,cloudy,Multiple
9640,"

A single horse in the forest during rainy weather.",horse,forest,rainy,Single
9641,"Two horses in a forest, rainy weather.",horse,forest,rainy,Two
9642,"Three horses in a forest, rainy weather.",horse,forest,rainy,Three
9643,"

A horse standing in a forest during rainfall.",horse,forest,rainy,Multiple
9644,"

A single horse in the forest during a stormy weather.",horse,forest,stormy,Single
9645,"Two horses in a forest, stormy weather.",horse,forest,stormy,Two
9646,"Three horses in a forest, stormy weather.",horse,forest,stormy,Three
9647,"

A horse standing amidst the forest, weather turning stormy.",horse,forest,stormy,Multiple
9648,"

A single horse in the forest, surrounded by snowy trees and a blanket of fresh snow.",horse,forest,snowy,Single
9649,"Two horses in a forest, covered in snow.",horse,forest,snowy,Two
9650,"Three horses in a forest, snowy weather.",horse,forest,snowy,Three
9651,"

A horse standing alone in a snowy forest.",horse,forest,snowy,Multiple
9652,"

A single horse in the forest, surrounded by the dense fog.",horse,forest,foggy,Single
9653,"Two horses in a forest, shrouded in fog.",horse,forest,foggy,Two
9654,"Three horses in a forest, shrouded in fog.",horse,forest,foggy,Three
9655,"

A horse in the forest, shrouded by fog.",horse,forest,foggy,Multiple
9656,"

A single horse in the forest amidst windy weather.",horse,forest,windy,Single
9657,"Two horses in a forest, weather windy.",horse,forest,windy,Two
9658,"Three horses in a forest, windy weather.",horse,forest,windy,Three
